Pedido,Data pedido,Fornecedor,Data prevista,Data entregue,Status da Entrega,Pontualidade,Dias_para_Entrega,Dias_previsto,Predição_dias_para_Entrega,Predição_data_de_entrega
1472,2025-06-27,SRPA,2025-06-27,2025-06-30,Entregue,Fora do Prazo,3.0,0,,
1473,2025-06-27,SRPA,2025-06-27,2025-06-30,Entregue,Fora do Prazo,3.0,0,,
1474,2025-06-27,JMCT,2025-06-27,2025-06-30,Entregue,Fora do Prazo,3.0,0,,
1475,2025-06-27,WCI,2025-06-27,2025-06-30,Entregue,Fora do Prazo,3.0,0,,
1476,2025-06-27,WCI,2025-06-27,2025-06-30,Entregue,Fora do Prazo,3.0,0,,
1477,2025-06-27,WCI,2025-06-27,2025-06-30,Entregue,Fora do Prazo,3.0,0,,
1478,2025-06-27,WCI,2025-06-27,2025-06-27,Entregue,Dentro do prazo,0.0,0,,
1479,2025-06-27,VCZ,2025-06-27,2025-06-27,Entregue,Dentro do prazo,0.0,0,,
1480,2025-06-27,DCD,2025-06-27,2025-07-02,Entregue,Fora do Prazo,5.0,0,,
1481,2025-06-27,VC,2025-06-27,2025-07-01,Entregue,Fora do Prazo,4.0,0,,
1486,2025-06-27,SVGM,2025-07-12,2025-07-04,Entregue,Dentro do prazo,7.0,15,,
1487,2025-06-27,SVGM,2025-06-27,2025-07-01,Entregue,Fora do Prazo,4.0,0,,
1488,2025-06-27,SVGM,2025-06-27,2025-07-01,Entregue,Fora do Prazo,4.0,0,,
1489,2025-06-27,LNCE,2025-06-30,2025-07-01,Entregue,Fora do Prazo,4.0,3,,
1490,2025-06-27,PMIC,2025-06-30,2025-07-01,Entregue,Fora do Prazo,4.0,3,,
1491,2025-06-27,MJA,2025-06-27,2025-07-02,Entregue,Fora do Prazo,5.0,0,,
1492,2025-06-27,PMIC,2025-06-27,2025-07-01,Entregue,Fora do Prazo,4.0,0,,
1493,2025-06-27,RCO SME,2025-06-27,2025-07-01,Entregue,Fora do Prazo,4.0,0,,
1494,2025-06-27,RCO SME,2025-06-27,2025-07-01,Entregue,Fora do Prazo,4.0,0,,
1495,2025-06-27,RCO SME,2025-06-27,2025-06-30,Entregue,Fora do Prazo,3.0,0,,
1500,2025-06-30,GPM GPM,2025-07-02,2025-07-04,Entregue,Fora do Prazo,4.0,2,,
1501,2025-06-30,GPM GPM,2025-06-30,2025-07-04,Entregue,Fora do Prazo,4.0,0,,
1502,2025-06-30,GPM GPM,2025-06-30,2025-06-30,Entregue,Dentro do prazo,0.0,0,,
1503,2025-06-30,GPM GPM,2025-07-03,2025-07-11,Entregue,Fora do Prazo,11.0,3,,
1504,2025-06-30,GPM GPM,2025-06-30,2025-07-01,Entregue,Fora do Prazo,1.0,0,,
1505,2025-07-01,GPM GPM,2025-07-01,2025-07-04,Entregue,Fora do Prazo,3.0,0,,
1506,2025-07-01,MJA,2025-07-01,2025-07-04,Entregue,Fora do Prazo,3.0,0,,
1507,2025-07-01,MJA,2025-07-01,2025-07-04,Entregue,Fora do Prazo,3.0,0,,
1509,2025-07-01,MJA,2025-07-01,2025-07-04,Entregue,Fora do Prazo,3.0,0,,
1510,2025-07-01,MJA,2025-07-03,2025-07-11,Entregue,Fora do Prazo,10.0,2,,
1511,2025-07-01,MJA,2025-07-01,2025-07-11,Entregue,Fora do Prazo,10.0,0,,
1512,2025-07-01,MJA,2025-07-01,2025-07-02,Entregue,Fora do Prazo,1.0,0,,
1516,2025-07-01,PB,2025-07-01,2025-07-02,Entregue,Fora do Prazo,1.0,0,,
1517,2025-07-01,PB,2025-07-01,2025-07-02,Entregue,Fora do Prazo,1.0,0,,
1518,2025-07-01,BCA,2025-07-01,2025-07-02,Entregue,Fora do Prazo,1.0,0,,
1519,2025-07-02,GPM GPM,2025-07-02,2025-07-02,Entregue,Dentro do prazo,0.0,0,,
1520,2025-07-02,GPM GPM,2025-07-02,2025-07-02,Entregue,Dentro do prazo,0.0,0,,
1521,2025-07-02,GPM GPM,2025-07-03,2025-07-08,Entregue,Fora do Prazo,6.0,1,,
1522,2025-07-02,GPM GPM,2025-07-02,2025-07-03,Entregue,Fora do Prazo,1.0,0,,
1523,2025-07-02,GPM GPM,2025-07-02,2025-07-03,Entregue,Fora do Prazo,1.0,0,,
1524,2025-07-02,GPM GPM,2025-07-02,2025-07-03,Entregue,Fora do Prazo,1.0,0,,
1525,2025-07-02,MUL,2025-07-02,2025-07-03,Entregue,Fora do Prazo,1.0,0,,
1526,2025-07-02,MUL,2025-07-02,2025-07-03,Entregue,Fora do Prazo,1.0,0,,
1527,2025-07-02,MUL,2025-07-02,2025-07-07,Entregue,Fora do Prazo,5.0,0,,
1528,2025-07-02,MUL,2025-07-02,2025-07-03,Entregue,Fora do Prazo,1.0,0,,
1529,2025-07-02,MUL,2025-07-02,2025-07-03,Entregue,Fora do Prazo,1.0,0,,
1530,2025-07-02,MUL,2025-07-02,2025-07-03,Entregue,Fora do Prazo,1.0,0,,
1531,2025-07-02,MUL,2025-07-02,2025-07-03,Entregue,Fora do Prazo,1.0,0,,
1532,2025-07-02,MUL,2025-07-02,2025-07-04,Entregue,Fora do Prazo,2.0,0,,
1533,2025-07-02,MUL,2025-07-02,2025-07-04,Entregue,Fora do Prazo,2.0,0,,
1534,2025-07-02,MUL,2025-07-02,2025-07-04,Entregue,Fora do Prazo,2.0,0,,
1535,2025-07-02,MUL,2025-07-02,2025-07-04,Entregue,Fora do Prazo,2.0,0,,
1536,2025-07-02,MUL,2025-07-02,2025-07-04,Entregue,Fora do Prazo,2.0,0,,
1537,2025-07-02,MUL,2025-07-02,2025-07-04,Entregue,Fora do Prazo,2.0,0,,
1538,2025-07-02,MUL,2025-07-02,2025-07-04,Entregue,Fora do Prazo,2.0,0,,
1539,2025-07-02,MUL,2025-07-02,2025-07-04,Entregue,Fora do Prazo,2.0,0,,
1540,2025-07-02,MUL,2025-07-02,2025-07-04,Entregue,Fora do Prazo,2.0,0,,
1541,2025-07-02,MUL,2025-07-02,2025-07-04,Entregue,Fora do Prazo,2.0,0,,
1542,2025-07-02,DLCA,2025-07-02,2025-07-04,Entregue,Fora do Prazo,2.0,0,,
1543,2025-07-02,DLCA,2025-07-02,2025-07-04,Entregue,Fora do Prazo,2.0,0,,
1544,2025-07-02,VC,2025-07-02,2025-07-04,Entregue,Fora do Prazo,2.0,0,,
1545,2025-07-02,KTCN,2025-07-02,2025-07-04,Entregue,Fora do Prazo,2.0,0,,
1563,2025-07-03,DLCA,2025-07-03,2025-07-11,Entregue,Fora do Prazo,8.0,0,,
1564,2025-07-03,ILC,2025-07-03,2025-07-11,Entregue,Fora do Prazo,8.0,0,,
1565,2025-07-03,JOW,2025-07-07,2025-07-11,Entregue,Fora do Prazo,8.0,4,,
1569,2025-07-04,GPM GPM,2025-07-04,2025-07-07,Entregue,Fora do Prazo,3.0,0,,
1572,2025-07-04,PB,2025-07-04,2025-07-08,Entregue,Fora do Prazo,4.0,0,,
1574,2025-07-04,GPM GPM,2025-07-04,2025-07-07,Entregue,Fora do Prazo,3.0,0,,
1575,2025-07-04,GPM GPM,2025-07-09,2025-07-11,Entregue,Fora do Prazo,7.0,5,,
1576,2025-07-04,GPM GPM,2025-07-04,2025-07-07,Entregue,Fora do Prazo,3.0,0,,
1580,2025-07-04,GPM GPM,2025-07-04,2025-07-04,Entregue,Dentro do prazo,0.0,0,,
1581,2025-07-04,GPM GPM,2025-07-04,2025-07-04,Entregue,Dentro do prazo,0.0,0,,
1582,2025-07-04,PAS,2025-07-04,2025-07-11,Entregue,Fora do Prazo,7.0,0,,
1583,2025-07-04,STO,2025-07-09,2025-07-11,Entregue,Fora do Prazo,7.0,5,,
1584,2025-07-04,LCM,2025-07-09,2025-07-11,Entregue,Fora do Prazo,7.0,5,,
1585,2025-07-04,RMF,2025-07-09,2025-07-11,Entregue,Fora do Prazo,7.0,5,,
1586,2025-07-04,ACV,2025-07-04,2025-07-08,Entregue,Fora do Prazo,4.0,0,,
1587,2025-07-04,ACV,2025-07-04,2025-07-11,Entregue,Fora do Prazo,7.0,0,,
1588,2025-07-04,VC,2025-07-04,2025-07-11,Entregue,Fora do Prazo,7.0,0,,
1589,2025-07-04,VC,2025-07-04,2025-07-11,Entregue,Fora do Prazo,7.0,0,,
1590,2025-07-04,ACV,2025-07-04,2025-07-11,Entregue,Fora do Prazo,7.0,0,,
1591,2025-07-04,STO,2025-07-07,2025-07-09,Entregue,Fora do Prazo,5.0,3,,
1594,2025-07-07,RIC,2025-07-07,2025-07-10,Entregue,Fora do Prazo,3.0,0,,
1595,2025-07-07,PIC,2025-07-07,2025-07-10,Entregue,Fora do Prazo,3.0,0,,
1596,2025-07-07,PIC,2025-07-07,2025-07-10,Entregue,Fora do Prazo,3.0,0,,
1597,2025-07-07,EST,2025-07-07,2025-07-10,Entregue,Fora do Prazo,3.0,0,,
1598,2025-07-07,RIC,2025-07-07,2025-07-10,Entregue,Fora do Prazo,3.0,0,,
1599,2025-07-07,RCSS,2025-07-07,2025-07-10,Entregue,Fora do Prazo,3.0,0,,
1600,2025-07-07,BCA,2025-07-07,2025-07-10,Entregue,Fora do Prazo,3.0,0,,
1601,2025-07-07,BCA,2025-07-07,2025-07-10,Entregue,Fora do Prazo,3.0,0,,
1602,2025-07-07,BCA,2025-07-07,2025-07-10,Entregue,Fora do Prazo,3.0,0,,
1603,2025-07-07,BCA,2025-07-07,2025-07-10,Entregue,Fora do Prazo,3.0,0,,
1604,2025-07-08,BCA,2025-07-08,2025-07-10,Entregue,Fora do Prazo,2.0,0,,
1605,2025-07-08,BICIE,2025-07-08,2025-07-10,Entregue,Fora do Prazo,2.0,0,,
1606,2025-07-08,VCZ,2025-07-08,2025-07-10,Entregue,Fora do Prazo,2.0,0,,
1607,2025-07-08,SRPA,2025-07-08,2025-07-10,Entregue,Fora do Prazo,2.0,0,,
1608,2025-07-08,SRPA,2025-07-10,2025-07-11,Entregue,Fora do Prazo,3.0,2,,
1610,2025-07-08,SWA,2025-07-08,2025-07-10,Entregue,Fora do Prazo,2.0,0,,
1611,2025-07-08,SWA,2025-07-10,2025-07-11,Entregue,Fora do Prazo,3.0,2,,
1612,2025-07-08,BCA,2025-07-10,2025-07-11,Entregue,Fora do Prazo,3.0,2,,
1613,2025-07-08,ENICA,2025-07-10,2025-07-11,Entregue,Fora do Prazo,3.0,2,,
1621,2025-07-10,SWA,2025-07-10,2025-07-10,Entregue,Dentro do prazo,0.0,0,,
1622,2025-07-10,SWA,2025-07-10,2025-07-10,Entregue,Dentro do prazo,0.0,0,,
1623,2025-07-10,SWA,2025-07-10,2025-07-10,Entregue,Dentro do prazo,0.0,0,,
1624,2025-07-10,MOLE,2025-07-10,2025-07-10,Entregue,Dentro do prazo,0.0,0,,
1625,2025-07-10,MOLE,2025-07-10,2025-07-10,Entregue,Dentro do prazo,0.0,0,,
1626,2025-07-10,MJA,2025-07-10,2025-07-10,Entregue,Dentro do prazo,0.0,0,,
73,2025-02-26,PB,2025-05-30,,Não entregue,,,93,101.0,2025-06-07
74,2025-02-26,LCM,2025-06-30,,Não entregue,,,124,101.0,2025-06-07
75,2025-02-26,DLCA,2025-07-30,,Não entregue,,,154,101.0,2025-06-07
77,2025-02-26,DLCA,2025-05-30,,Não entregue,,,93,101.0,2025-06-07
78,2025-02-26,DLCA,2025-06-30,,Não entregue,,,124,101.0,2025-06-07
79,2025-02-26,JOW,2025-07-30,,Não entregue,,,154,101.0,2025-06-07
84,2025-02-26,CM,2025-05-30,,Não entregue,,,93,101.0,2025-06-07
85,2025-02-26,CM,2025-06-30,,Não entregue,,,124,101.0,2025-06-07
86,2025-02-26,CM,2025-07-30,,Não entregue,,,154,101.0,2025-06-07
88,2025-02-26,DLCA,2025-05-30,,Não entregue,,,93,101.0,2025-06-07
89,2025-02-26,JPM,2025-06-30,,Não entregue,,,124,101.0,2025-06-07
90,2025-02-26,EMSPPA,2025-07-30,,Não entregue,,,154,101.0,2025-06-07
93,2025-02-26,SGB,2025-05-30,,Não entregue,,,93,101.0,2025-06-07
94,2025-02-26,SGB,2025-06-30,,Não entregue,,,124,101.0,2025-06-07
95,2025-02-26,VC,2025-07-30,,Não entregue,,,154,101.0,2025-06-07
97,2025-02-26,MTLEC,2025-05-30,,Não entregue,,,93,101.0,2025-06-07
98,2025-02-26,WEPP,2025-06-30,,Não entregue,,,124,101.0,2025-06-07
99,2025-02-26,VC,2025-07-30,,Não entregue,,,154,101.0,2025-06-07
102,2025-02-26,OBIC,2025-05-30,,Não entregue,,,93,101.0,2025-06-07
103,2025-02-26,RCSS,2025-06-30,,Não entregue,,,124,101.0,2025-06-07
104,2025-02-26,RCSS,2025-07-30,,Não entregue,,,154,101.0,2025-06-07
106,2025-02-26,MCA,2025-05-30,,Não entregue,,,93,101.0,2025-06-07
107,2025-02-26,MCA,2025-06-30,,Não entregue,,,124,101.0,2025-06-07
108,2025-02-26,RCM,2025-07-30,,Não entregue,,,154,101.0,2025-06-07
110,2025-02-26,ALRT,2025-05-30,,Não entregue,,,93,101.0,2025-06-07
111,2025-02-26,ALRT,2025-06-30,,Não entregue,,,124,101.0,2025-06-07
112,2025-02-26,ALRT,2025-07-30,,Não entregue,,,154,101.0,2025-06-07
161,2025-02-28,MR,2025-03-17,,Não entregue,,,17,37.0,2025-04-06
288,2025-03-14,VC,2025-03-14,,Não entregue,,,0,5.0,2025-03-19
289,2025-03-14,VC,2025-03-14,,Não entregue,,,0,5.0,2025-03-19
290,2025-03-14,ACV,2025-03-14,,Não entregue,,,0,5.0,2025-03-19
291,2025-03-14,STO,2025-03-14,,Não entregue,,,0,5.0,2025-03-19
292,2025-03-14,STO,2025-03-14,,Não entregue,,,0,5.0,2025-03-19
314,2025-03-18,TOD,2025-04-17,,Não entregue,,,30,29.0,2025-04-16
446,2025-04-03,EST,2025-04-03,,Não entregue,,,0,5.0,2025-04-08
609,2025-04-16,LCM,2025-06-27,,Não entregue,,,72,48.0,2025-06-03
810,2025-05-06,PB,2025-07-31,,Não entregue,,,86,101.0,2025-08-15
811,2025-05-06,MR,2025-07-31,,Não entregue,,,86,101.0,2025-08-15
812,2025-05-06,MR,2025-07-31,,Não entregue,,,86,101.0,2025-08-15
971,2025-05-19,SWA,2025-08-10,,Não entregue,,,83,48.0,2025-07-06
972,2025-05-19,SWA,2025-08-10,,Não entregue,,,83,48.0,2025-07-06
1156,2025-05-30,VC,2025-07-02,,Não entregue,,,33,45.0,2025-07-14
1157,2025-05-30,VTA,2025-07-02,,Não entregue,,,33,45.0,2025-07-14
1158,2025-05-30,VC,2025-07-02,,Não entregue,,,33,45.0,2025-07-14
1159,2025-05-30,MJA,2025-07-02,,Não entregue,,,33,45.0,2025-07-14
1160,2025-05-30,MJA,2025-07-02,,Não entregue,,,33,45.0,2025-07-14
1161,2025-05-30,SVGM,2025-07-02,,Não entregue,,,33,45.0,2025-07-14
1162,2025-05-30,SVGM,2025-07-02,,Não entregue,,,33,45.0,2025-07-14
1163,2025-05-30,SVGM,2025-07-02,,Não entregue,,,33,45.0,2025-07-14
1201,2025-05-30,MUL,2025-07-12,,Não entregue,,,43,30.0,2025-06-29
1202,2025-05-30,MUL,2025-07-12,,Não entregue,,,43,30.0,2025-06-29
1203,2025-05-30,MUL,2025-07-12,,Não entregue,,,43,30.0,2025-06-29
1369,2025-06-17,CIMDE,2025-06-20,,Não entregue,,,3,13.0,2025-06-30
1370,2025-06-17,MJA,2025-06-20,,Não entregue,,,3,13.0,2025-06-30
1391,2025-06-20,EMSPPA,2025-06-23,,Não entregue,,,3,13.0,2025-07-03
1403,2025-06-20,RCSS,2025-06-20,,Não entregue,,,0,5.0,2025-06-25
1404,2025-06-20,RCSS,2025-06-20,,Não entregue,,,0,5.0,2025-06-25
1405,2025-06-20,SRPA,2025-06-20,,Não entregue,,,0,5.0,2025-06-25
1406,2025-06-20,MCA,2025-06-20,,Não entregue,,,0,5.0,2025-06-25
1407,2025-06-20,MCA,2025-06-20,,Não entregue,,,0,5.0,2025-06-25
1408,2025-06-20,RCM,2025-06-20,,Não entregue,,,0,5.0,2025-06-25
1417,2025-06-23,CHNS,2025-07-11,,Não entregue,,,18,20.0,2025-07-13
1419,2025-06-23,EST,2025-07-04,,Não entregue,,,11,38.0,2025-07-31
1420,2025-06-23,EST,2025-07-02,,Não entregue,,,9,27.0,2025-07-20
1439,2025-06-25,BIP,2025-07-12,,Não entregue,,,17,37.0,2025-08-01
1440,2025-06-25,BM,2025-07-12,,Não entregue,,,17,37.0,2025-08-01
1441,2025-06-25,BM,2025-07-12,,Não entregue,,,17,37.0,2025-08-01
1442,2025-06-25,KTCN,2025-07-12,,Não entregue,,,17,37.0,2025-08-01
1459,2025-06-26,RAGS,2025-06-30,,Não entregue,,,4,27.0,2025-07-23
1460,2025-06-26,PB,2025-07-16,,Não entregue,,,20,34.0,2025-07-30
1461,2025-06-26,MR,2025-07-16,,Não entregue,,,20,34.0,2025-07-30
1462,2025-06-26,MR,2025-07-16,,Não entregue,,,20,34.0,2025-07-30
1463,2025-06-26,MR,2025-07-12,,Não entregue,,,16,25.0,2025-07-21
1464,2025-06-26,MR,2025-07-12,,Não entregue,,,16,25.0,2025-07-21
1482,2025-06-27,VTA,2025-07-07,,Não entregue,,,10,50.0,2025-08-16
1483,2025-06-27,VC,2025-07-07,,Não entregue,,,10,50.0,2025-08-16
1484,2025-06-27,MJA,2025-07-07,,Não entregue,,,10,50.0,2025-08-16
1485,2025-06-27,MJA,2025-07-07,,Não entregue,,,10,50.0,2025-08-16
1496,2025-06-27,MUL,2025-07-27,,Não entregue,,,30,29.0,2025-07-26
1497,2025-06-27,CM6,2025-07-27,,Não entregue,,,30,29.0,2025-07-26
1498,2025-06-27,GPM GPM,2025-07-27,,Não entregue,,,30,29.0,2025-07-26
1499,2025-06-27,GPM GPM,2025-07-27,,Não entregue,,,30,29.0,2025-07-26
1508,2025-07-01,MJA,2025-07-25,,Não entregue,,,24,11.0,2025-07-12
1513,2025-07-01,MJA,2025-07-24,,Não entregue,,,23,19.0,2025-07-20
1514,2025-07-01,PB,2025-07-24,,Não entregue,,,23,19.0,2025-07-20
1515,2025-07-01,PB,2025-07-24,,Não entregue,,,23,19.0,2025-07-20
1546,2025-07-03,KTCN,2025-07-05,,Não entregue,,,2,13.0,2025-07-16
1547,2025-07-03,KTCN,2025-07-05,,Não entregue,,,2,13.0,2025-07-16
1548,2025-07-03,TRE,2025-07-05,,Não entregue,,,2,13.0,2025-07-16
1549,2025-07-03,DSC,2025-07-05,,Não entregue,,,2,13.0,2025-07-16
1550,2025-07-03,BICIE,2025-07-05,,Não entregue,,,2,13.0,2025-07-16
1551,2025-07-03,PB,2025-07-03,,Não entregue,,,0,5.0,2025-07-08
1552,2025-07-03,STO,2025-07-05,,Não entregue,,,2,13.0,2025-07-16
1553,2025-07-03,PB,2025-07-05,,Não entregue,,,2,13.0,2025-07-16
1554,2025-07-03,CMMH,2025-07-05,,Não entregue,,,2,13.0,2025-07-16
1555,2025-07-03,BIP,2025-07-05,,Não entregue,,,2,13.0,2025-07-16
1556,2025-07-03,BM,2025-07-05,,Não entregue,,,2,13.0,2025-07-16
1557,2025-07-03,BM,2025-07-05,,Não entregue,,,2,13.0,2025-07-16
1558,2025-07-03,CHNS,2025-07-05,,Não entregue,,,2,13.0,2025-07-16
1559,2025-07-03,CHNS,2025-07-05,,Não entregue,,,2,13.0,2025-07-16
1560,2025-07-03,ACDMH,2025-07-05,,Não entregue,,,2,13.0,2025-07-16
1561,2025-07-03,DLCA,2025-07-05,,Não entregue,,,2,13.0,2025-07-16
1562,2025-07-03,DLCA,2025-07-05,,Não entregue,,,2,13.0,2025-07-16
1566,2025-07-03,JOW,2025-07-21,,Não entregue,,,18,20.0,2025-07-23
1567,2025-07-03,JOW,2025-07-21,,Não entregue,,,18,20.0,2025-07-23
1568,2025-07-03,STO,2025-07-21,,Não entregue,,,18,20.0,2025-07-23
1570,2025-07-04,MUL,2025-07-05,,Não entregue,,,1,24.0,2025-07-28
1571,2025-07-04,MUL,2025-07-05,,Não entregue,,,1,24.0,2025-07-28
1573,2025-07-04,GPM GPM,2025-07-21,,Não entregue,,,17,37.0,2025-08-10
1577,2025-07-04,GPM GPM,2025-07-27,,Não entregue,,,23,19.0,2025-07-23
1578,2025-07-04,GPM GPM,2025-07-27,,Não entregue,,,23,19.0,2025-07-23
1579,2025-07-04,GPM GPM,2025-07-27,,Não entregue,,,23,19.0,2025-07-23
1592,2025-07-04,STO,2025-07-04,,Não entregue,,,0,5.0,2025-07-09
1593,2025-07-04,MDMEC,2025-07-04,,Não entregue,,,0,5.0,2025-07-09
1609,2025-07-08,SWA,2025-07-11,,Não entregue,,,3,13.0,2025-07-21
1614,2025-07-09,TOD,2025-07-09,,Não entregue,,,0,5.0,2025-07-14
1615,2025-07-09,TOD,2025-07-14,,Não entregue,,,5,11.0,2025-07-20
1616,2025-07-09,TOD,2025-07-14,,Não entregue,,,5,11.0,2025-07-20
1617,2025-07-09,TOD,2025-07-09,,Não entregue,,,0,5.0,2025-07-14
1618,2025-07-09,TOD,2025-07-09,,Não entregue,,,0,5.0,2025-07-14
1619,2025-07-09,HMC,2025-07-11,,Não entregue,,,2,13.0,2025-07-22
1620,2025-07-09,RCM,2025-07-27,,Não entregue,,,18,20.0,2025-07-29
1627,2025-07-10,TOD,2025-07-10,,Não entregue,,,0,5.0,2025-07-15
1628,2025-07-10,MUL,2025-07-10,,Não entregue,,,0,5.0,2025-07-15
1629,2025-07-10,PB,2025-07-10,,Não entregue,,,0,5.0,2025-07-15
1630,2025-07-10,PB,2025-07-10,,Não entregue,,,0,5.0,2025-07-15
1631,2025-07-10,PB,2025-07-10,,Não entregue,,,0,5.0,2025-07-15
1632,2025-07-10,PIN,2025-07-10,,Não entregue,,,0,5.0,2025-07-15
1633,2025-07-10,PB,2025-07-27,,Não entregue,,,17,37.0,2025-08-16
1634,2025-07-11,DCS,2025-07-11,,Não entregue,,,0,5.0,2025-07-16
1635,2025-07-11,MJA,2025-07-11,,Não entregue,,,0,5.0,2025-07-16
1636,2025-07-11,MJA,2025-07-11,,Não entregue,,,0,5.0,2025-07-16
1637,2025-07-11,TOD,2025-07-11,,Não entregue,,,0,5.0,2025-07-16
1638,2025-07-11,JPM,2025-07-11,,Não entregue,,,0,5.0,2025-07-16
1639,2025-07-11,MJA,2025-07-11,,Não entregue,,,0,5.0,2025-07-16
1640,2025-07-11,VC,2025-07-11,,Não entregue,,,0,5.0,2025-07-16
1641,2025-07-11,ALRT,2025-07-11,,Não entregue,,,0,5.0,2025-07-16
1642,2025-07-11,ALRT,2025-07-11,,Não entregue,,,0,5.0,2025-07-16
1643,2025-07-11,ALRT,2025-07-11,,Não entregue,,,0,5.0,2025-07-16
1644,2025-07-11,ALRT,2025-07-11,,Não entregue,,,0,5.0,2025-07-16
1645,2025-07-11,ALRT,2025-07-11,,Não entregue,,,0,5.0,2025-07-16
1646,2025-07-11,ALRT,2025-07-11,,Não entregue,,,0,5.0,2025-07-16
